Id,Port Number,Service Name,Transport Protocol,Description
44450,38214,,,Unassigned
44451,38215,,,Unassigned
44452,38216,,,Unassigned
44453,38217,,,Unassigned
44454,38218,,,Unassigned
44455,38219,,,Unassigned
44456,38220,,,Unassigned
44457,38221,,,Unassigned
44458,38222,,,Unassigned
44459,38223,,,Unassigned
44460,38224,,,Unassigned
44461,38225,,,Unassigned
44462,38226,,,Unassigned
44463,38227,,,Unassigned
44464,38228,,,Unassigned
44465,38229,,,Unassigned
44466,38230,,,Unassigned
44467,38231,,,Unassigned
44468,38232,,,Unassigned
44469,38233,,,Unassigned
44470,38234,,,Unassigned
44471,38235,,,Unassigned
44472,38236,,,Unassigned
44473,38237,,,Unassigned
44474,38238,,,Unassigned
44475,38239,,,Unassigned
44476,38240,,,Unassigned
44477,38241,,,Unassigned
44478,38242,,,Unassigned
44479,38243,,,Unassigned
44480,38244,,,Unassigned
44481,38245,,,Unassigned
44482,38246,,,Unassigned
44483,38247,,,Unassigned
44484,38248,,,Unassigned
44485,38249,,,Unassigned
44486,38250,,,Unassigned
44487,38251,,,Unassigned
44488,38252,,,Unassigned
44489,38253,,,Unassigned
44490,38254,,,Unassigned
44491,38255,,,Unassigned
44492,38256,,,Unassigned
44493,38257,,,Unassigned
44494,38258,,,Unassigned
44495,38259,,,Unassigned
44496,38260,,,Unassigned
44497,38261,,,Unassigned
44498,38262,,,Unassigned
44499,38263,,,Unassigned
44500,38264,,,Unassigned
44501,38265,,,Unassigned
44502,38266,,,Unassigned
44503,38267,,,Unassigned
44504,38268,,,Unassigned
44505,38269,,,Unassigned
44506,38270,,,Unassigned
44507,38271,,,Unassigned
44508,38272,,,Unassigned
44509,38273,,,Unassigned
44510,38274,,,Unassigned
44511,38275,,,Unassigned
44512,38276,,,Unassigned
44513,38277,,,Unassigned
44514,38278,,,Unassigned
44515,38279,,,Unassigned
44516,38280,,,Unassigned
44517,38281,,,Unassigned
44518,38282,,,Unassigned
44519,38283,,,Unassigned
44520,38284,,,Unassigned
44521,38285,,,Unassigned
44522,38286,,,Unassigned
44523,38287,,,Unassigned
44524,38288,,,Unassigned
44525,38289,,,Unassigned
44526,38290,,,Unassigned
44527,38291,,,Unassigned
44528,38292,,,Unassigned
44529,38293,,,Unassigned
44530,38294,,,Unassigned
44531,38295,,,Unassigned
44532,38296,,,Unassigned
44533,38297,,,Unassigned
44534,38298,,,Unassigned
44535,38299,,,Unassigned
44536,38300,,,Unassigned
44537,38301,,,Unassigned
44538,38302,,,Unassigned
44539,38303,,,Unassigned
44540,38304,,,Unassigned
44541,38305,,,Unassigned
44542,38306,,,Unassigned
44543,38307,,,Unassigned
44544,38308,,,Unassigned
44545,38309,,,Unassigned
44546,38310,,,Unassigned
44547,38311,,,Unassigned
44548,38312,,,Unassigned
44549,38313,,,Unassigned
44550,38314,,,Unassigned
44551,38315,,,Unassigned
44552,38316,,,Unassigned
44553,38317,,,Unassigned
44554,38318,,,Unassigned
44555,38319,,,Unassigned
44556,38320,,,Unassigned
44557,38321,,,Unassigned
44558,38322,,,Unassigned
44559,38323,,,Unassigned
44560,38324,,,Unassigned
44561,38325,,,Unassigned
44562,38326,,,Unassigned
44563,38327,,,Unassigned
44564,38328,,,Unassigned
44565,38329,,,Unassigned
44566,38330,,,Unassigned
44567,38331,,,Unassigned
44568,38332,,,Unassigned
44569,38333,,,Unassigned
44570,38334,,,Unassigned
44571,38335,,,Unassigned
44572,38336,,,Unassigned
44573,38337,,,Unassigned
44574,38338,,,Unassigned
44575,38339,,,Unassigned
44576,38340,,,Unassigned
44577,38341,,,Unassigned
44578,38342,,,Unassigned
44579,38343,,,Unassigned
44580,38344,,,Unassigned
44581,38345,,,Unassigned
44582,38346,,,Unassigned
44583,38347,,,Unassigned
44584,38348,,,Unassigned
44585,38349,,,Unassigned
44586,38350,,,Unassigned
44587,38351,,,Unassigned
44588,38352,,,Unassigned
44589,38353,,,Unassigned
44590,38354,,,Unassigned
44591,38355,,,Unassigned
44592,38356,,,Unassigned
44593,38357,,,Unassigned
44594,38358,,,Unassigned
44595,38359,,,Unassigned
44596,38360,,,Unassigned
44597,38361,,,Unassigned
44598,38362,,,Unassigned
44599,38363,,,Unassigned
44600,38364,,,Unassigned
44601,38365,,,Unassigned
44602,38366,,,Unassigned
44603,38367,,,Unassigned
44604,38368,,,Unassigned
44605,38369,,,Unassigned
44606,38370,,,Unassigned
44607,38371,,,Unassigned
44608,38372,,,Unassigned
44609,38373,,,Unassigned
44610,38374,,,Unassigned
44611,38375,,,Unassigned
44612,38376,,,Unassigned
44613,38377,,,Unassigned
44614,38378,,,Unassigned
44615,38379,,,Unassigned
44616,38380,,,Unassigned
44617,38381,,,Unassigned
44618,38382,,,Unassigned
44619,38383,,,Unassigned
44620,38384,,,Unassigned
44621,38385,,,Unassigned
44622,38386,,,Unassigned
44623,38387,,,Unassigned
44624,38388,,,Unassigned
44625,38389,,,Unassigned
44626,38390,,,Unassigned
44627,38391,,,Unassigned
44628,38392,,,Unassigned
44629,38393,,,Unassigned
44630,38394,,,Unassigned
44631,38395,,,Unassigned
44632,38396,,,Unassigned
44633,38397,,,Unassigned
44634,38398,,,Unassigned
44635,38399,,,Unassigned
44636,38400,,,Unassigned
44637,38401,,,Unassigned
44638,38402,,,Unassigned
44639,38403,,,Unassigned
44640,38404,,,Unassigned
44641,38405,,,Unassigned
44642,38406,,,Unassigned
44643,38407,,,Unassigned
44644,38408,,,Unassigned
44645,38409,,,Unassigned
44646,38410,,,Unassigned
44647,38411,,,Unassigned
44648,38412,,,Unassigned
44649,38413,,,Unassigned
44650,38414,,,Unassigned
44651,38415,,,Unassigned
44652,38416,,,Unassigned
44653,38417,,,Unassigned
44654,38418,,,Unassigned
44655,38419,,,Unassigned
44656,38420,,,Unassigned
44657,38421,,,Unassigned
44658,38422,,,Unassigned
44659,38423,,,Unassigned
44660,38424,,,Unassigned
44661,38425,,,Unassigned
44662,38426,,,Unassigned
44663,38427,,,Unassigned
44664,38428,,,Unassigned
44665,38429,,,Unassigned
44666,38430,,,Unassigned
44667,38431,,,Unassigned
44668,38432,,,Unassigned
44669,38433,,,Unassigned
44670,38434,,,Unassigned
44671,38435,,,Unassigned
44672,38436,,,Unassigned
44673,38437,,,Unassigned
44674,38438,,,Unassigned
44675,38439,,,Unassigned
44676,38440,,,Unassigned
44677,38441,,,Unassigned
44678,38442,,,Unassigned
44679,38443,,,Unassigned
44680,38444,,,Unassigned
44681,38445,,,Unassigned
44682,38446,,,Unassigned
44683,38447,,,Unassigned
44684,38448,,,Unassigned
44685,38449,,,Unassigned
44686,38450,,,Unassigned
44687,38451,,,Unassigned
44688,38452,,,Unassigned
44689,38453,,,Unassigned
44690,38454,,,Unassigned
44691,38455,,,Unassigned
44692,38456,,,Unassigned
44693,38457,,,Unassigned
44694,38458,,,Unassigned
44695,38459,,,Unassigned
44696,38460,,,Unassigned
44697,38461,,,Unassigned
44698,38462,,,Unassigned
44699,38463,,,Unassigned
44700,38464,,,Unassigned
44701,38465,,,Unassigned
44702,38466,,,Unassigned
44703,38467,,,Unassigned
44704,38468,,,Unassigned
44705,38469,,,Unassigned
44706,38470,,,Unassigned
44707,38471,,,Unassigned
44708,38472,,,Unassigned
44709,38473,,,Unassigned
44710,38474,,,Unassigned
44711,38475,,,Unassigned
44712,38476,,,Unassigned
44713,38477,,,Unassigned
44714,38478,,,Unassigned
44715,38479,,,Unassigned
44716,38480,,,Unassigned
44717,38481,,,Unassigned
44718,38482,,,Unassigned
44719,38483,,,Unassigned
44720,38484,,,Unassigned
44721,38485,,,Unassigned
44722,38486,,,Unassigned
44723,38487,,,Unassigned
44724,38488,,,Unassigned
44725,38489,,,Unassigned
44726,38490,,,Unassigned
44727,38491,,,Unassigned
44728,38492,,,Unassigned
44729,38493,,,Unassigned
44730,38494,,,Unassigned
44731,38495,,,Unassigned
44732,38496,,,Unassigned
44733,38497,,,Unassigned
44734,38498,,,Unassigned
44735,38499,,,Unassigned
44736,38500,,,Unassigned
44737,38501,,,Unassigned
44738,38502,,,Unassigned
44739,38503,,,Unassigned
44740,38504,,,Unassigned
44741,38505,,,Unassigned
44742,38506,,,Unassigned
44743,38507,,,Unassigned
44744,38508,,,Unassigned
44745,38509,,,Unassigned
44746,38510,,,Unassigned
44747,38511,,,Unassigned
44748,38512,,,Unassigned
44749,38513,,,Unassigned
44750,38514,,,Unassigned
44751,38515,,,Unassigned
44752,38516,,,Unassigned
44753,38517,,,Unassigned
44754,38518,,,Unassigned
44755,38519,,,Unassigned
44756,38520,,,Unassigned
44757,38521,,,Unassigned
44758,38522,,,Unassigned
44759,38523,,,Unassigned
44760,38524,,,Unassigned
44761,38525,,,Unassigned
44762,38526,,,Unassigned
44763,38527,,,Unassigned
44764,38528,,,Unassigned
44765,38529,,,Unassigned
44766,38530,,,Unassigned
44767,38531,,,Unassigned
44768,38532,,,Unassigned
44769,38533,,,Unassigned
44770,38534,,,Unassigned
44771,38535,,,Unassigned
44772,38536,,,Unassigned
44773,38537,,,Unassigned
44774,38538,,,Unassigned
44775,38539,,,Unassigned
44776,38540,,,Unassigned
44777,38541,,,Unassigned
44778,38542,,,Unassigned
44779,38543,,,Unassigned
44780,38544,,,Unassigned
44781,38545,,,Unassigned
44782,38546,,,Unassigned
44783,38547,,,Unassigned
44784,38548,,,Unassigned
44785,38549,,,Unassigned
44786,38550,,,Unassigned
44787,38551,,,Unassigned
44788,38552,,,Unassigned
44789,38553,,,Unassigned
44790,38554,,,Unassigned
44791,38555,,,Unassigned
44792,38556,,,Unassigned
44793,38557,,,Unassigned
44794,38558,,,Unassigned
44795,38559,,,Unassigned
44796,38560,,,Unassigned
44797,38561,,,Unassigned
44798,38562,,,Unassigned
44799,38563,,,Unassigned
44800,38564,,,Unassigned
44801,38565,,,Unassigned
44802,38566,,,Unassigned
44803,38567,,,Unassigned
44804,38568,,,Unassigned
44805,38569,,,Unassigned
44806,38570,,,Unassigned
44807,38571,,,Unassigned
44808,38572,,,Unassigned
44809,38573,,,Unassigned
44810,38574,,,Unassigned
44811,38575,,,Unassigned
44812,38576,,,Unassigned
44813,38577,,,Unassigned
44814,38578,,,Unassigned
44815,38579,,,Unassigned
44816,38580,,,Unassigned
44817,38581,,,Unassigned
44818,38582,,,Unassigned
44819,38583,,,Unassigned
44820,38584,,,Unassigned
44821,38585,,,Unassigned
44822,38586,,,Unassigned
44823,38587,,,Unassigned
44824,38588,,,Unassigned
44825,38589,,,Unassigned
44826,38590,,,Unassigned
44827,38591,,,Unassigned
44828,38592,,,Unassigned
44829,38593,,,Unassigned
44830,38594,,,Unassigned
44831,38595,,,Unassigned
44832,38596,,,Unassigned
44833,38597,,,Unassigned
44834,38598,,,Unassigned
44835,38599,,,Unassigned
44836,38600,,,Unassigned
44837,38601,,,Unassigned
44838,38602,,,Unassigned
44839,38603,,,Unassigned
44840,38604,,,Unassigned
44841,38605,,,Unassigned
44842,38606,,,Unassigned
44843,38607,,,Unassigned
44844,38608,,,Unassigned
44845,38609,,,Unassigned
44846,38610,,,Unassigned
44847,38611,,,Unassigned
44848,38612,,,Unassigned
44849,38613,,,Unassigned
44850,38614,,,Unassigned
44851,38615,,,Unassigned
44852,38616,,,Unassigned
44853,38617,,,Unassigned
44854,38618,,,Unassigned
44855,38619,,,Unassigned
44856,38620,,,Unassigned
44857,38621,,,Unassigned
44858,38622,,,Unassigned
44859,38623,,,Unassigned
44860,38624,,,Unassigned
44861,38625,,,Unassigned
44862,38626,,,Unassigned
44863,38627,,,Unassigned
44864,38628,,,Unassigned
44865,38629,,,Unassigned
44866,38630,,,Unassigned
44867,38631,,,Unassigned
44868,38632,,,Unassigned
44869,38633,,,Unassigned
44870,38634,,,Unassigned
44871,38635,,,Unassigned
44872,38636,,,Unassigned
44873,38637,,,Unassigned
44874,38638,,,Unassigned
44875,38639,,,Unassigned
44876,38640,,,Unassigned
44877,38641,,,Unassigned
44878,38642,,,Unassigned
44879,38643,,,Unassigned
44880,38644,,,Unassigned
44881,38645,,,Unassigned
44882,38646,,,Unassigned
44883,38647,,,Unassigned
44884,38648,,,Unassigned
44885,38649,,,Unassigned
44886,38650,,,Unassigned
44887,38651,,,Unassigned
44888,38652,,,Unassigned
44889,38653,,,Unassigned
44890,38654,,,Unassigned
44891,38655,,,Unassigned
44892,38656,,,Unassigned
44893,38657,,,Unassigned
44894,38658,,,Unassigned
44895,38659,,,Unassigned
44896,38660,,,Unassigned
44897,38661,,,Unassigned
44898,38662,,,Unassigned
44899,38663,,,Unassigned
44900,38664,,,Unassigned
44901,38665,,,Unassigned
44902,38666,,,Unassigned
44903,38667,,,Unassigned
44904,38668,,,Unassigned
44905,38669,,,Unassigned
44906,38670,,,Unassigned
44907,38671,,,Unassigned
44908,38672,,,Unassigned
44909,38673,,,Unassigned
44910,38674,,,Unassigned
44911,38675,,,Unassigned
44912,38676,,,Unassigned
44913,38677,,,Unassigned
44914,38678,,,Unassigned
44915,38679,,,Unassigned
44916,38680,,,Unassigned
44917,38681,,,Unassigned
44918,38682,,,Unassigned
44919,38683,,,Unassigned
44920,38684,,,Unassigned
44921,38685,,,Unassigned
44922,38686,,,Unassigned
44923,38687,,,Unassigned
44924,38688,,,Unassigned
44925,38689,,,Unassigned
44926,38690,,,Unassigned
44927,38691,,,Unassigned
44928,38692,,,Unassigned
44929,38693,,,Unassigned
44930,38694,,,Unassigned
44931,38695,,,Unassigned
44932,38696,,,Unassigned
44933,38697,,,Unassigned
44934,38698,,,Unassigned
44935,38699,,,Unassigned
44936,38700,,,Unassigned
44937,38701,,,Unassigned
44938,38702,,,Unassigned
44939,38703,,,Unassigned
44940,38704,,,Unassigned
44941,38705,,,Unassigned
44942,38706,,,Unassigned
44943,38707,,,Unassigned
44944,38708,,,Unassigned
44945,38709,,,Unassigned
44946,38710,,,Unassigned
44947,38711,,,Unassigned
44948,38712,,,Unassigned
44949,38713,,,Unassigned
44950,38714,,,Unassigned
44951,38715,,,Unassigned
44952,38716,,,Unassigned
44953,38717,,,Unassigned
44954,38718,,,Unassigned
44955,38719,,,Unassigned
44956,38720,,,Unassigned
44957,38721,,,Unassigned
44958,38722,,,Unassigned
44959,38723,,,Unassigned
44960,38724,,,Unassigned
44961,38725,,,Unassigned
44962,38726,,,Unassigned
44963,38727,,,Unassigned
44964,38728,,,Unassigned
44965,38729,,,Unassigned
44966,38730,,,Unassigned
44967,38731,,,Unassigned
44968,38732,,,Unassigned
44969,38733,,,Unassigned
44970,38734,,,Unassigned
44971,38735,,,Unassigned
44972,38736,,,Unassigned
44973,38737,,,Unassigned
44974,38738,,,Unassigned
44975,38739,,,Unassigned
44976,38740,,,Unassigned
44977,38741,,,Unassigned
44978,38742,,,Unassigned
44979,38743,,,Unassigned
44980,38744,,,Unassigned
44981,38745,,,Unassigned
44982,38746,,,Unassigned
44983,38747,,,Unassigned
44984,38748,,,Unassigned
44985,38749,,,Unassigned
44986,38750,,,Unassigned
44987,38751,,,Unassigned
44988,38752,,,Unassigned
44989,38753,,,Unassigned
44990,38754,,,Unassigned
44991,38755,,,Unassigned
44992,38756,,,Unassigned
44993,38757,,,Unassigned
44994,38758,,,Unassigned
44995,38759,,,Unassigned
44996,38760,,,Unassigned
44997,38761,,,Unassigned
44998,38762,,,Unassigned
44999,38763,,,Unassigned
45000,38764,,,Unassigned
45001,38765,,,Unassigned
45002,38766,,,Unassigned
45003,38767,,,Unassigned
45004,38768,,,Unassigned
45005,38769,,,Unassigned
45006,38770,,,Unassigned
45007,38771,,,Unassigned
45008,38772,,,Unassigned
45009,38773,,,Unassigned
45010,38774,,,Unassigned
45011,38775,,,Unassigned
45012,38776,,,Unassigned
45013,38777,,,Unassigned
45014,38778,,,Unassigned
45015,38779,,,Unassigned
45016,38780,,,Unassigned
45017,38781,,,Unassigned
45018,38782,,,Unassigned
45019,38783,,,Unassigned
45020,38784,,,Unassigned
45021,38785,,,Unassigned
45022,38786,,,Unassigned
45023,38787,,,Unassigned
45024,38788,,,Unassigned
45025,38789,,,Unassigned
45026,38790,,,Unassigned
45027,38791,,,Unassigned
45028,38792,,,Unassigned
45029,38793,,,Unassigned
45030,38794,,,Unassigned
45031,38795,,,Unassigned
45032,38796,,,Unassigned
45033,38797,,,Unassigned
45034,38798,,,Unassigned
45035,38799,,,Unassigned
45036,38800,sruth,tcp,"Sruth is a service for the distribution of routinely-
      generated but arbitrary files based on a publish/subscribe
      distribution model and implemented using a peer-to-peer transport
      mechanism"
45037,38800,,udp,Reserved
45038,38801,,,Unassigned
45039,38802,,,Unassigned
45040,38803,,,Unassigned
45041,38804,,,Unassigned
45042,38805,,,Unassigned
45043,38806,,,Unassigned
45044,38807,,,Unassigned
45045,38808,,,Unassigned
45046,38809,,,Unassigned
45047,38810,,,Unassigned
45048,38811,,,Unassigned
45049,38812,,,Unassigned
45050,38813,,,Unassigned
45051,38814,,,Unassigned
45052,38815,,,Unassigned
45053,38816,,,Unassigned
45054,38817,,,Unassigned
45055,38818,,,Unassigned
45056,38819,,,Unassigned
45057,38820,,,Unassigned
45058,38821,,,Unassigned
45059,38822,,,Unassigned
45060,38823,,,Unassigned
45061,38824,,,Unassigned
45062,38825,,,Unassigned
45063,38826,,,Unassigned
45064,38827,,,Unassigned
45065,38828,,,Unassigned
45066,38829,,,Unassigned
45067,38830,,,Unassigned
45068,38831,,,Unassigned
45069,38832,,,Unassigned
45070,38833,,,Unassigned
45071,38834,,,Unassigned
45072,38835,,,Unassigned
45073,38836,,,Unassigned
45074,38837,,,Unassigned
45075,38838,,,Unassigned
45076,38839,,,Unassigned
45077,38840,,,Unassigned
45078,38841,,,Unassigned
45079,38842,,,Unassigned
45080,38843,,,Unassigned
45081,38844,,,Unassigned
45082,38845,,,Unassigned
45083,38846,,,Unassigned
45084,38847,,,Unassigned
45085,38848,,,Unassigned
45086,38849,,,Unassigned
45087,38850,,,Unassigned
45088,38851,,,Unassigned
45089,38852,,,Unassigned
45090,38853,,,Unassigned
45091,38854,,,Unassigned
45092,38855,,,Unassigned
45093,38856,,,Unassigned
45094,38857,,,Unassigned
45095,38858,,,Unassigned
45096,38859,,,Unassigned
45097,38860,,,Unassigned
45098,38861,,,Unassigned
45099,38862,,,Unassigned
45100,38863,,,Unassigned
45101,38864,,,Unassigned
45102,38865,secrmmsafecopya,tcp,Security approval process for use of the secRMM SafeCopy program
45103,38865,,udp,Reserved
45104,38866,,,Unassigned
45105,38867,,,Unassigned
45106,38868,,,Unassigned
45107,38869,,,Unassigned
45108,38870,,,Unassigned
45109,38871,,,Unassigned
45110,38872,,,Unassigned
45111,38873,,,Unassigned
45112,38874,,,Unassigned
45113,38875,,,Unassigned
45114,38876,,,Unassigned
45115,38877,,,Unassigned
45116,38878,,,Unassigned
45117,38879,,,Unassigned
45118,38880,,,Unassigned
45119,38881,,,Unassigned
45120,38882,,,Unassigned
45121,38883,,,Unassigned
45122,38884,,,Unassigned
45123,38885,,,Unassigned
45124,38886,,,Unassigned
45125,38887,,,Unassigned
45126,38888,,,Unassigned
45127,38889,,,Unassigned
45128,38890,,,Unassigned
45129,38891,,,Unassigned
45130,38892,,,Unassigned
45131,38893,,,Unassigned
45132,38894,,,Unassigned
45133,38895,,,Unassigned
45134,38896,,,Unassigned
45135,38897,,,Unassigned
45136,38898,,,Unassigned
45137,38899,,,Unassigned
45138,38900,,,Unassigned
45139,38901,,,Unassigned
45140,38902,,,Unassigned
45141,38903,,,Unassigned
45142,38904,,,Unassigned
45143,38905,,,Unassigned
45144,38906,,,Unassigned
45145,38907,,,Unassigned
45146,38908,,,Unassigned
45147,38909,,,Unassigned
45148,38910,,,Unassigned
45149,38911,,,Unassigned
45150,38912,,,Unassigned
45151,38913,,,Unassigned
45152,38914,,,Unassigned
45153,38915,,,Unassigned
45154,38916,,,Unassigned
45155,38917,,,Unassigned
45156,38918,,,Unassigned
45157,38919,,,Unassigned
45158,38920,,,Unassigned
45159,38921,,,Unassigned
45160,38922,,,Unassigned
45161,38923,,,Unassigned
45162,38924,,,Unassigned
45163,38925,,,Unassigned
45164,38926,,,Unassigned
45165,38927,,,Unassigned
45166,38928,,,Unassigned
45167,38929,,,Unassigned
45168,38930,,,Unassigned
45169,38931,,,Unassigned
45170,38932,,,Unassigned
45171,38933,,,Unassigned
45172,38934,,,Unassigned
45173,38935,,,Unassigned
45174,38936,,,Unassigned
45175,38937,,,Unassigned
45176,38938,,,Unassigned
45177,38939,,,Unassigned
45178,38940,,,Unassigned
45179,38941,,,Unassigned
45180,38942,,,Unassigned
45181,38943,,,Unassigned
45182,38944,,,Unassigned
45183,38945,,,Unassigned
45184,38946,,,Unassigned
45185,38947,,,Unassigned
45186,38948,,,Unassigned
45187,38949,,,Unassigned
45188,38950,,,Unassigned
45189,38951,,,Unassigned
45190,38952,,,Unassigned
45191,38953,,,Unassigned
45192,38954,,,Unassigned
45193,38955,,,Unassigned
45194,38956,,,Unassigned
45195,38957,,,Unassigned
45196,38958,,,Unassigned
45197,38959,,,Unassigned
45198,38960,,,Unassigned
45199,38961,,,Unassigned
45200,38962,,,Unassigned
45201,38963,,,Unassigned
45202,38964,,,Unassigned
45203,38965,,,Unassigned
45204,38966,,,Unassigned
45205,38967,,,Unassigned
45206,38968,,,Unassigned
45207,38969,,,Unassigned
45208,38970,,,Unassigned
45209,38971,,,Unassigned
45210,38972,,,Unassigned
45211,38973,,,Unassigned
45212,38974,,,Unassigned
45213,38975,,,Unassigned
45214,38976,,,Unassigned
45215,38977,,,Unassigned
45216,38978,,,Unassigned
45217,38979,,,Unassigned
45218,38980,,,Unassigned
45219,38981,,,Unassigned
45220,38982,,,Unassigned
45221,38983,,,Unassigned
45222,38984,,,Unassigned
45223,38985,,,Unassigned
45224,38986,,,Unassigned
45225,38987,,,Unassigned
45226,38988,,,Unassigned
45227,38989,,,Unassigned
45228,38990,,,Unassigned
45229,38991,,,Unassigned
45230,38992,,,Unassigned
45231,38993,,,Unassigned
45232,38994,,,Unassigned
45233,38995,,,Unassigned
45234,38996,,,Unassigned
45235,38997,,,Unassigned
45236,38998,,,Unassigned
45237,38999,,,Unassigned
45238,39000,,,Unassigned
45239,39001,,,Unassigned
45240,39002,,,Unassigned
45241,39003,,,Unassigned
45242,39004,,,Unassigned
45243,39005,,,Unassigned
45244,39006,,,Unassigned
45245,39007,,,Unassigned
45246,39008,,,Unassigned
45247,39009,,,Unassigned
45248,39010,,,Unassigned
45249,39011,,,Unassigned
45250,39012,,,Unassigned
45251,39013,,,Unassigned
45252,39014,,,Unassigned
45253,39015,,,Unassigned
45254,39016,,,Unassigned
45255,39017,,,Unassigned
45256,39018,,,Unassigned
45257,39019,,,Unassigned
45258,39020,,,Unassigned
45259,39021,,,Unassigned
45260,39022,,,Unassigned
45261,39023,,,Unassigned
45262,39024,,,Unassigned
45263,39025,,,Unassigned
45264,39026,,,Unassigned
45265,39027,,,Unassigned
45266,39028,,,Unassigned
45267,39029,,,Unassigned
45268,39030,,,Unassigned
45269,39031,,,Unassigned
45270,39032,,,Unassigned
45271,39033,,,Unassigned
45272,39034,,,Unassigned
45273,39035,,,Unassigned
45274,39036,,,Unassigned
45275,39037,,,Unassigned
45276,39038,,,Unassigned
45277,39039,,,Unassigned
45278,39040,,,Unassigned
45279,39041,,,Unassigned
45280,39042,,,Unassigned
45281,39043,,,Unassigned
45282,39044,,,Unassigned
45283,39045,,,Unassigned
45284,39046,,,Unassigned
45285,39047,,,Unassigned
45286,39048,,,Unassigned
45287,39049,,,Unassigned
45288,39050,,,Unassigned
45289,39051,,,Unassigned
45290,39052,,,Unassigned
45291,39053,,,Unassigned
45292,39054,,,Unassigned
45293,39055,,,Unassigned
45294,39056,,,Unassigned
45295,39057,,,Unassigned
45296,39058,,,Unassigned
45297,39059,,,Unassigned
45298,39060,,,Unassigned
45299,39061,,,Unassigned
45300,39062,,,Unassigned
45301,39063,,,Unassigned
45302,39064,,,Unassigned
45303,39065,,,Unassigned
45304,39066,,,Unassigned
45305,39067,,,Unassigned
45306,39068,,,Unassigned
45307,39069,,,Unassigned
45308,39070,,,Unassigned
45309,39071,,,Unassigned
45310,39072,,,Unassigned
45311,39073,,,Unassigned
45312,39074,,,Unassigned
45313,39075,,,Unassigned
45314,39076,,,Unassigned
45315,39077,,,Unassigned
45316,39078,,,Unassigned
45317,39079,,,Unassigned
45318,39080,,,Unassigned
45319,39081,,,Unassigned
45320,39082,,,Unassigned
45321,39083,,,Unassigned
45322,39084,,,Unassigned
45323,39085,,,Unassigned
45324,39086,,,Unassigned
45325,39087,,,Unassigned
45326,39088,,,Unassigned
45327,39089,,,Unassigned
45328,39090,,,Unassigned
45329,39091,,,Unassigned
45330,39092,,,Unassigned
45331,39093,,,Unassigned
45332,39094,,,Unassigned
45333,39095,,,Unassigned
45334,39096,,,Unassigned
45335,39097,,,Unassigned
45336,39098,,,Unassigned
45337,39099,,,Unassigned
45338,39100,,,Unassigned
45339,39101,,,Unassigned
45340,39102,,,Unassigned
45341,39103,,,Unassigned
45342,39104,,,Unassigned
45343,39105,,,Unassigned
45344,39106,,,Unassigned
45345,39107,,,Unassigned
45346,39108,,,Unassigned
45347,39109,,,Unassigned
45348,39110,,,Unassigned
45349,39111,,,Unassigned
45350,39112,,,Unassigned
45351,39113,,,Unassigned
45352,39114,,,Unassigned
45353,39115,,,Unassigned
45354,39116,,,Unassigned
45355,39117,,,Unassigned
45356,39118,,,Unassigned
45357,39119,,,Unassigned
45358,39120,,,Unassigned
45359,39121,,,Unassigned
45360,39122,,,Unassigned
45361,39123,,,Unassigned
45362,39124,,,Unassigned
45363,39125,,,Unassigned
45364,39126,,,Unassigned
45365,39127,,,Unassigned
45366,39128,,,Unassigned
45367,39129,,,Unassigned
45368,39130,,,Unassigned
45369,39131,,,Unassigned
45370,39132,,,Unassigned
45371,39133,,,Unassigned
45372,39134,,,Unassigned
45373,39135,,,Unassigned
45374,39136,,,Unassigned
45375,39137,,,Unassigned
45376,39138,,,Unassigned
45377,39139,,,Unassigned
45378,39140,,,Unassigned
45379,39141,,,Unassigned
45380,39142,,,Unassigned
45381,39143,,,Unassigned
45382,39144,,,Unassigned
45383,39145,,,Unassigned
45384,39146,,,Unassigned
45385,39147,,,Unassigned
45386,39148,,,Unassigned
45387,39149,,,Unassigned
45388,39150,,,Unassigned
45389,39151,,,Unassigned
45390,39152,,,Unassigned
45391,39153,,,Unassigned
45392,39154,,,Unassigned
45393,39155,,,Unassigned
45394,39156,,,Unassigned
45395,39157,,,Unassigned
45396,39158,,,Unassigned
45397,39159,,,Unassigned
45398,39160,,,Unassigned
45399,39161,,,Unassigned
45400,39162,,,Unassigned
45401,39163,,,Unassigned
45402,39164,,,Unassigned
45403,39165,,,Unassigned
45404,39166,,,Unassigned
45405,39167,,,Unassigned
45406,39168,,,Unassigned
45407,39169,,,Unassigned
45408,39170,,,Unassigned
45409,39171,,,Unassigned
45410,39172,,,Unassigned
45411,39173,,,Unassigned
45412,39174,,,Unassigned
45413,39175,,,Unassigned
45414,39176,,,Unassigned
45415,39177,,,Unassigned
45416,39178,,,Unassigned
45417,39179,,,Unassigned
45418,39180,,,Unassigned
45419,39181,,,Unassigned
45420,39182,,,Unassigned
45421,39183,,,Unassigned
45422,39184,,,Unassigned
45423,39185,,,Unassigned
45424,39186,,,Unassigned
45425,39187,,,Unassigned
45426,39188,,,Unassigned
45427,39189,,,Unassigned
45428,39190,,,Unassigned
45429,39191,,,Unassigned
45430,39192,,,Unassigned
45431,39193,,,Unassigned
45432,39194,,,Unassigned
45433,39195,,,Unassigned
45434,39196,,,Unassigned
45435,39197,,,Unassigned
45436,39198,,,Unassigned
45437,39199,,,Unassigned
45438,39200,,,Unassigned
45439,39201,,,Unassigned
45440,39202,,,Unassigned
